"Velocity_average:0","Velocity_average:1","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.059135,0.02879,1,0.332,-0.48,0.832,0
0.05914,0.028759,1,0.3325,-0.48,0.8325,0
0.059144,0.028729,1,0.333,-0.48,0.833,0
0.059149,0.028698,1,0.3335,-0.48,0.8335,0
0.059153,0.028667,1,0.334,-0.48,0.834,0
0.059158,0.028637,1,0.3345,-0.48,0.8345,0
0.059162,0.028606,1,0.335,-0.48,0.835,0
0.059167,0.028576,1,0.3355,-0.48,0.8355,0
0.059171,0.028545,1,0.336,-0.48,0.836,0
0.059176,0.028514,1,0.3365,-0.48,0.8365,0
0.05918,0.028484,1,0.337,-0.48,0.837,0
0.059185,0.028453,1,0.3375,-0.48,0.8375,0
0.059189,0.028423,1,0.338,-0.48,0.838,0
0.059194,0.028392,1,0.3385,-0.48,0.8385,0
0.059198,0.028361,1,0.339,-0.48,0.839,0
0.059203,0.028331,1,0.3395,-0.48,0.8395,0
0.059207,0.0283,1,0.34,-0.48,0.84,0
0.059212,0.02827,1,0.3405,-0.48,0.8405,0
0.059215,0.028241,1,0.341,-0.48,0.841,0
0.059219,0.028212,1,0.3415,-0.48,0.8415,0
0.059222,0.028183,1,0.342,-0.48,0.842,0
0.059225,0.028153,1,0.3425,-0.48,0.8425,0
0.059228,0.028124,1,0.343,-0.48,0.843,0
0.05923,0.028094,1,0.3435,-0.48,0.8435,0
0.059233,0.028065,1,0.344,-0.48,0.844,0
0.059236,0.028035,1,0.3445,-0.48,0.8445,0
0.059239,0.028006,1,0.345,-0.48,0.845,0
0.059241,0.027976,1,0.3455,-0.48,0.8455,0
0.059244,0.027947,1,0.346,-0.48,0.846,0
0.059247,0.027918,1,0.3465,-0.48,0.8465,0
0.059249,0.027888,1,0.347,-0.48,0.847,0
0.059252,0.027859,1,0.3475,-0.48,0.8475,0
0.059255,0.027829,1,0.348,-0.48,0.848,0
0.059258,0.0278,1,0.3485,-0.48,0.8485,0
0.05926,0.02777,1,0.349,-0.48,0.849,0
0.059263,0.027741,1,0.3495,-0.48,0.8495,0
0.059266,0.027711,1,0.35,-0.48,0.85,0
0.059268,0.027682,1,0.3505,-0.48,0.8505,0
0.059271,0.027653,1,0.351,-0.48,0.851,0
0.059274,0.027623,1,0.3515,-0.48,0.8515,0
0.059276,0.027594,1,0.352,-0.48,0.852,0
0.059279,0.027564,1,0.3525,-0.48,0.8525,0
0.059281,0.027536,1,0.353,-0.48,0.853,0
0.059283,0.027508,1,0.3535,-0.48,0.8535,0
0.059285,0.02748,1,0.354,-0.48,0.854,0
0.059286,0.027452,1,0.3545,-0.48,0.8545,0
0.059287,0.027424,1,0.355,-0.48,0.855,0
0.059288,0.027395,1,0.3555,-0.48,0.8555,0
0.059289,0.027367,1,0.356,-0.48,0.856,0
0.059289,0.027339,1,0.3565,-0.48,0.8565,0
0.05929,0.02731,1,0.357,-0.48,0.857,0
0.059291,0.027282,1,0.3575,-0.48,0.8575,0
0.059292,0.027254,1,0.358,-0.48,0.858,0
0.059293,0.027225,1,0.3585,-0.48,0.8585,0
0.059294,0.027197,1,0.359,-0.48,0.859,0
0.059295,0.027169,1,0.3595,-0.48,0.8595,0
0.059296,0.02714,1,0.36,-0.48,0.86,0
0.059297,0.027112,1,0.3605,-0.48,0.8605,0
0.059298,0.027084,1,0.361,-0.48,0.861,0
0.059299,0.027056,1,0.3615,-0.48,0.8615,0
0.059299,0.027027,1,0.362,-0.48,0.862,0
0.0593,0.026999,1,0.3625,-0.48,0.8625,0
0.059301,0.026971,1,0.363,-0.48,0.863,0
0.059302,0.026942,1,0.3635,-0.48,0.8635,0
0.059303,0.026914,1,0.364,-0.48,0.864,0
0.059304,0.026886,1,0.3645,-0.48,0.8645,0
0.059305,0.026858,1,0.365,-0.48,0.865,0
0.059305,0.026832,1,0.3655,-0.48,0.8655,0
0.059305,0.026805,1,0.366,-0.48,0.866,0
0.059304,0.026778,1,0.3665,-0.48,0.8665,0
0.059303,0.026751,1,0.367,-0.48,0.867,0
0.059302,0.026723,1,0.3675,-0.48,0.8675,0
0.059301,0.026696,1,0.368,-0.48,0.868,0
0.0593,0.026669,1,0.3685,-0.48,0.8685,0
0.0593,0.026642,1,0.369,-0.48,0.869,0
0.059299,0.026615,1,0.3695,-0.48,0.8695,0
0.059298,0.026587,1,0.37,-0.48,0.87,0
0.059297,0.02656,1,0.3705,-0.48,0.8705,0
0.059296,0.026533,1,0.371,-0.48,0.871,0
0.059295,0.026506,1,0.3715,-0.48,0.8715,0
0.059294,0.026479,1,0.372,-0.48,0.872,0
0.059293,0.026452,1,0.3725,-0.48,0.8725,0
0.059292,0.026424,1,0.373,-0.48,0.873,0
0.059292,0.026397,1,0.3735,-0.48,0.8735,0
0.059291,0.02637,1,0.374,-0.48,0.874,0
0.05929,0.026343,1,0.3745,-0.48,0.8745,0
0.059289,0.026316,1,0.375,-0.48,0.875,0
0.059288,0.026289,1,0.3755,-0.48,0.8755,0
0.059287,0.026261,1,0.376,-0.48,0.876,0
0.059286,0.026234,1,0.3765,-0.48,0.8765,0
0.059283,0.026217,1,0.377,-0.48,0.877,0
0.059285,0.026191,1,0.3775,-0.48,0.8775,0
0.059288,0.026166,1,0.378,-0.48,0.878,0
0.059289,0.02614,1,0.3785,-0.48,0.8785,0
0.059291,0.026115,1,0.379,-0.48,0.879,0
0.059292,0.026089,1,0.3795,-0.48,0.8795,0
0.059294,0.026063,1,0.38,-0.48,0.88,0
0.059295,0.026037,1,0.3805,-0.48,0.8805,0
0.059296,0.026012,1,0.381,-0.48,0.881,0
0.059298,0.025986,1,0.3815,-0.48,0.8815,0
0.059299,0.02596,1,0.382,-0.48,0.882,0
0.059301,0.025934,1,0.3825,-0.48,0.8825,0
0.059302,0.025908,1,0.383,-0.48,0.883,0
0.059304,0.025883,1,0.3835,-0.48,0.8835,0
0.059305,0.025857,1,0.384,-0.48,0.884,0
0.059307,0.025831,1,0.3845,-0.48,0.8845,0
0.059308,0.025805,1,0.385,-0.48,0.885,0
0.059309,0.02578,1,0.3855,-0.48,0.8855,0
0.059311,0.025754,1,0.386,-0.48,0.886,0
0.059312,0.025728,1,0.3865,-0.48,0.8865,0
0.059314,0.025702,1,0.387,-0.48,0.887,0
0.059315,0.025677,1,0.3875,-0.48,0.8875,0
0.059317,0.025651,1,0.388,-0.48,0.888,0
0.059318,0.025625,1,0.3885,-0.48,0.8885,0
0.05932,0.025599,1,0.389,-0.48,0.889,0
0.059321,0.025574,1,0.3895,-0.48,0.8895,0
0.059323,0.025548,1,0.39,-0.48,0.89,0
0.059324,0.025522,1,0.3905,-0.48,0.8905,0
0.059326,0.025497,1,0.391,-0.48,0.891,0
0.059327,0.025473,1,0.3915,-0.48,0.8915,0
0.059329,0.025449,1,0.392,-0.48,0.892,0
0.05933,0.025424,1,0.3925,-0.48,0.8925,0
0.059331,0.025399,1,0.393,-0.48,0.893,0
0.059332,0.025375,1,0.3935,-0.48,0.8935,0
0.059333,0.02535,1,0.394,-0.48,0.894,0
0.059335,0.025325,1,0.3945,-0.48,0.8945,0
0.059336,0.0253,1,0.395,-0.48,0.895,0
0.059337,0.025276,1,0.3955,-0.48,0.8955,0
0.059338,0.025251,1,0.396,-0.48,0.896,0
0.059339,0.025226,1,0.3965,-0.48,0.8965,0
0.05934,0.025201,1,0.397,-0.48,0.897,0
0.059341,0.025177,1,0.3975,-0.48,0.8975,0
0.059342,0.025152,1,0.398,-0.48,0.898,0
0.059343,0.025127,1,0.3985,-0.48,0.8985,0
0.059344,0.025103,1,0.399,-0.48,0.899,0
0.059345,0.025078,1,0.3995,-0.48,0.8995,0
0.059346,0.025053,1,0.4,-0.48,0.9,0
0.059347,0.025028,1,0.4005,-0.48,0.9005,0
0.059348,0.025004,1,0.401,-0.48,0.901,0
0.059349,0.024979,1,0.4015,-0.48,0.9015,0
0.05935,0.024954,1,0.402,-0.48,0.902,0
0.059351,0.024929,1,0.4025,-0.48,0.9025,0
0.059352,0.024905,1,0.403,-0.48,0.903,0
0.059353,0.02488,1,0.4035,-0.48,0.9035,0
0.059354,0.024855,1,0.404,-0.48,0.904,0
0.059355,0.024831,1,0.4045,-0.48,0.9045,0
0.059357,0.024807,1,0.405,-0.48,0.905,0
0.059358,0.024784,1,0.4055,-0.48,0.9055,0
0.059359,0.02476,1,0.406,-0.48,0.906,0
0.05936,0.024737,1,0.4065,-0.48,0.9065,0
0.059361,0.024713,1,0.407,-0.48,0.907,0
0.059361,0.024689,1,0.4075,-0.48,0.9075,0
0.059362,0.024666,1,0.408,-0.48,0.908,0
0.059363,0.024642,1,0.4085,-0.48,0.9085,0
0.059363,0.024618,1,0.409,-0.48,0.909,0
0.059364,0.024594,1,0.4095,-0.48,0.9095,0
0.059364,0.024571,1,0.41,-0.48,0.91,0
0.059365,0.024547,1,0.4105,-0.48,0.9105,0
0.059366,0.024523,1,0.411,-0.48,0.911,0
0.059366,0.0245,1,0.4115,-0.48,0.9115,0
0.059367,0.024476,1,0.412,-0.48,0.912,0
0.059368,0.024452,1,0.4125,-0.48,0.9125,0
0.059368,0.024429,1,0.413,-0.48,0.913,0
0.059369,0.024405,1,0.4135,-0.48,0.9135,0
0.059369,0.024381,1,0.414,-0.48,0.914,0
0.05937,0.024358,1,0.4145,-0.48,0.9145,0
0.059371,0.024334,1,0.415,-0.48,0.915,0
0.059371,0.02431,1,0.4155,-0.48,0.9155,0
0.059372,0.024287,1,0.416,-0.48,0.916,0
0.059373,0.024263,1,0.4165,-0.48,0.9165,0
0.059373,0.024239,1,0.417,-0.48,0.917,0
0.059374,0.024215,1,0.4175,-0.48,0.9175,0
0.059374,0.024192,1,0.418,-0.48,0.918,0
0.059375,0.024168,1,0.4185,-0.48,0.9185,0
0.059376,0.024146,1,0.419,-0.48,0.919,0
0.059377,0.024123,1,0.4195,-0.48,0.9195,0
0.059378,0.024101,1,0.42,-0.48,0.92,0
0.059378,0.024078,1,0.4205,-0.48,0.9205,0
0.059378,0.024056,1,0.421,-0.48,0.921,0
0.059379,0.024033,1,0.4215,-0.48,0.9215,0
0.059379,0.02401,1,0.422,-0.48,0.922,0
0.059379,0.023988,1,0.4225,-0.48,0.9225,0
0.059379,0.023965,1,0.423,-0.48,0.923,0
0.059379,0.023942,1,0.4235,-0.48,0.9235,0
0.05938,0.02392,1,0.424,-0.48,0.924,0
0.05938,0.023897,1,0.4245,-0.48,0.9245,0
0.05938,0.023874,1,0.425,-0.48,0.925,0
0.05938,0.023852,1,0.4255,-0.48,0.9255,0
0.05938,0.023829,1,0.426,-0.48,0.926,0
0.059381,0.023806,1,0.4265,-0.48,0.9265,0
0.059381,0.023784,1,0.427,-0.48,0.927,0
0.059381,0.023761,1,0.4275,-0.48,0.9275,0
0.059381,0.023739,1,0.428,-0.48,0.928,0
0.059382,0.023716,1,0.4285,-0.48,0.9285,0
0.059382,0.023693,1,0.429,-0.48,0.929,0
0.059382,0.023671,1,0.4295,-0.48,0.9295,0
0.059382,0.023648,1,0.43,-0.48,0.93,0
0.059382,0.023625,1,0.4305,-0.48,0.9305,0
0.059383,0.023603,1,0.431,-0.48,0.931,0
0.059383,0.02358,1,0.4315,-0.48,0.9315,0
0.059383,0.023557,1,0.432,-0.48,0.932,0
0.059383,0.023535,1,0.4325,-0.48,0.9325,0
0.059384,0.023514,1,0.433,-0.48,0.933,0
0.059385,0.023492,1,0.4335,-0.48,0.9335,0
0.059385,0.023471,1,0.434,-0.48,0.934,0
0.059385,0.023449,1,0.4345,-0.48,0.9345,0
0.059384,0.023428,1,0.435,-0.48,0.935,0
0.059384,0.023406,1,0.4355,-0.48,0.9355,0
0.059384,0.023384,1,0.436,-0.48,0.936,0
0.059384,0.023363,1,0.4365,-0.48,0.9365,0
0.059384,0.023341,1,0.437,-0.48,0.937,0
0.059383,0.023319,1,0.4375,-0.48,0.9375,0
0.059383,0.023298,1,0.438,-0.48,0.938,0
0.059383,0.023276,1,0.4385,-0.48,0.9385,0
0.059383,0.023255,1,0.439,-0.48,0.939,0
0.059383,0.023233,1,0.4395,-0.48,0.9395,0
0.059382,0.023211,1,0.44,-0.48,0.94,0
0.059382,0.02319,1,0.4405,-0.48,0.9405,0
0.059382,0.023168,1,0.441,-0.48,0.941,0
0.059382,0.023146,1,0.4415,-0.48,0.9415,0
0.059382,0.023125,1,0.442,-0.48,0.942,0
0.059381,0.023103,1,0.4425,-0.48,0.9425,0
0.059381,0.023082,1,0.443,-0.48,0.943,0
0.059381,0.02306,1,0.4435,-0.48,0.9435,0
0.059381,0.023038,1,0.444,-0.48,0.944,0
0.059381,0.023017,1,0.4445,-0.48,0.9445,0
0.05938,0.022995,1,0.445,-0.48,0.945,0
0.05938,0.022973,1,0.4455,-0.48,0.9455,0
0.05938,0.022952,1,0.446,-0.48,0.946,0
0.059377,0.022932,1,0.4465,-0.48,0.9465,0
0.059377,0.022912,1,0.447,-0.48,0.947,0
0.059376,0.022891,1,0.4475,-0.48,0.9475,0
0.059376,0.022871,1,0.448,-0.48,0.948,0
0.059375,0.02285,1,0.4485,-0.48,0.9485,0
0.059374,0.02283,1,0.449,-0.48,0.949,0
0.059373,0.022809,1,0.4495,-0.48,0.9495,0
0.059372,0.022789,1,0.45,-0.48,0.95,0
0.059371,0.022768,1,0.4505,-0.48,0.9505,0
0.05937,0.022748,1,0.451,-0.48,0.951,0
0.059369,0.022727,1,0.4515,-0.48,0.9515,0
0.059368,0.022707,1,0.452,-0.48,0.952,0
0.059367,0.022686,1,0.4525,-0.48,0.9525,0
0.059366,0.022665,1,0.453,-0.48,0.953,0
0.059365,0.022645,1,0.4535,-0.48,0.9535,0
0.059364,0.022624,1,0.454,-0.48,0.954,0
0.059363,0.022604,1,0.4545,-0.48,0.9545,0
0.059362,0.022583,1,0.455,-0.48,0.955,0
0.059361,0.022563,1,0.4555,-0.48,0.9555,0
0.05936,0.022542,1,0.456,-0.48,0.956,0
0.059359,0.022521,1,0.4565,-0.48,0.9565,0
0.059358,0.022501,1,0.457,-0.48,0.957,0
0.059357,0.02248,1,0.4575,-0.48,0.9575,0
0.059356,0.02246,1,0.458,-0.48,0.958,0
0.059355,0.022439,1,0.4585,-0.48,0.9585,0
0.059354,0.022419,1,0.459,-0.48,0.959,0
0.059353,0.022398,1,0.4595,-0.48,0.9595,0
0.059352,0.022377,1,0.46,-0.48,0.96,0
0.059351,0.022357,1,0.4605,-0.48,0.9605,0
0.05935,0.022336,1,0.461,-0.48,0.961,0
0.059349,0.022316,1,0.4615,-0.48,0.9615,0
0.059348,0.022295,1,0.462,-0.48,0.962,0
0.059347,0.022275,1,0.4625,-0.48,0.9625,0
0.059347,0.022256,1,0.463,-0.48,0.963,0
0.059347,0.022236,1,0.4635,-0.48,0.9635,0
0.059346,0.022217,1,0.464,-0.48,0.964,0
0.059345,0.022197,1,0.4645,-0.48,0.9645,0
0.059344,0.022177,1,0.465,-0.48,0.965,0
0.059343,0.022157,1,0.4655,-0.48,0.9655,0
0.059343,0.022138,1,0.466,-0.48,0.966,0
0.059342,0.022118,1,0.4665,-0.48,0.9665,0
0.059341,0.022098,1,0.467,-0.48,0.967,0
0.05934,0.022079,1,0.4675,-0.48,0.9675,0
0.059339,0.022059,1,0.468,-0.48,0.968,0
0.059338,0.022039,1,0.4685,-0.48,0.9685,0
0.059337,0.022019,1,0.469,-0.48,0.969,0
0.059336,0.022,1,0.4695,-0.48,0.9695,0
0.059335,0.02198,1,0.47,-0.48,0.97,0
0.059334,0.02196,1,0.4705,-0.48,0.9705,0
0.059334,0.021941,1,0.471,-0.48,0.971,0
0.059333,0.021921,1,0.4715,-0.48,0.9715,0
0.059332,0.021901,1,0.472,-0.48,0.972,0
0.059331,0.021881,1,0.4725,-0.48,0.9725,0
0.05933,0.021862,1,0.473,-0.48,0.973,0
0.059329,0.021842,1,0.4735,-0.48,0.9735,0
0.059328,0.021822,1,0.474,-0.48,0.974,0
0.059327,0.021803,1,0.4745,-0.48,0.9745,0
0.059326,0.021783,1,0.475,-0.48,0.975,0
0.059326,0.021763,1,0.4755,-0.48,0.9755,0
0.059325,0.021743,1,0.476,-0.48,0.976,0
0.059324,0.021724,1,0.4765,-0.48,0.9765,0
0.059323,0.021704,1,0.477,-0.48,0.977,0
0.059322,0.021684,1,0.4775,-0.48,0.9775,0
0.059321,0.021665,1,0.478,-0.48,0.978,0
0.05932,0.021645,1,0.4785,-0.48,0.9785,0
0.05932,0.021627,1,0.479,-0.48,0.979,0
0.05932,0.021608,1,0.4795,-0.48,0.9795,0
0.05932,0.021589,1,0.48,-0.48,0.98,0
0.059319,0.02157,1,0.4805,-0.48,0.9805,0
0.059318,0.021551,1,0.481,-0.48,0.981,0
0.059317,0.021533,1,0.4815,-0.48,0.9815,0
0.059316,0.021514,1,0.482,-0.48,0.982,0
0.059315,0.021495,1,0.4825,-0.48,0.9825,0
0.059315,0.021476,1,0.483,-0.48,0.983,0
0.059314,0.021457,1,0.4835,-0.48,0.9835,0
0.059313,0.021438,1,0.484,-0.48,0.984,0
0.059312,0.021419,1,0.4845,-0.48,0.9845,0
0.059311,0.021401,1,0.485,-0.48,0.985,0
0.059311,0.021382,1,0.4855,-0.48,0.9855,0
0.05931,0.021363,1,0.486,-0.48,0.986,0
0.059309,0.021344,1,0.4865,-0.48,0.9865,0
0.059308,0.021325,1,0.487,-0.48,0.987,0
0.059307,0.021306,1,0.4875,-0.48,0.9875,0
0.059307,0.021287,1,0.488,-0.48,0.988,0
0.059306,0.021269,1,0.4885,-0.48,0.9885,0
0.059305,0.02125,1,0.489,-0.48,0.989,0
0.059304,0.021231,1,0.4895,-0.48,0.9895,0
0.059303,0.021212,1,0.49,-0.48,0.99,0
0.059303,0.021193,1,0.4905,-0.48,0.9905,0
0.059302,0.021174,1,0.491,-0.48,0.991,0
0.059301,0.021155,1,0.4915,-0.48,0.9915,0
0.0593,0.021136,1,0.492,-0.48,0.992,0
0.059299,0.021118,1,0.4925,-0.48,0.9925,0
0.059299,0.021099,1,0.493,-0.48,0.993,0
0.059298,0.02108,1,0.4935,-0.48,0.9935,0
0.059297,0.021061,1,0.494,-0.48,0.994,0
0.059296,0.021043,1,0.4945,-0.48,0.9945,0
0.059296,0.021025,1,0.495,-0.48,0.995,0
0.059296,0.021007,1,0.4955,-0.48,0.9955,0
0.059296,0.020989,1,0.496,-0.48,0.996,0
0.059295,0.020971,1,0.4965,-0.48,0.9965,0
0.059294,0.020953,1,0.497,-0.48,0.997,0
0.059294,0.020935,1,0.4975,-0.48,0.9975,0
0.059293,0.020917,1,0.498,-0.48,0.998,0
0.059292,0.020899,1,0.4985,-0.48,0.9985,0
0.059291,0.020881,1,0.499,-0.48,0.999,0
0.059291,0.020863,1,0.4995,-0.48,0.9995,0
0.05929,0.020845,1,0.5,-0.48,1,0
